City,Specialization,Name,Experience,Fees,Location,Phone Number
chandigarh,ophthalmologist,Dr. Rakhi Goyal,25 years experience overall,Free Consultation,"Sector 8,, Chandigarh",N/A
chandigarh,ophthalmologist,Dr. Ramneek Singh Bedi,42 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,ophthalmologist,Dr. Geetika Garg,18 years experience overall,₹800,"Sector 27,, Chandigarh",N/A
chandigarh,ophthalmologist,Dr. Vikram Bedi,13 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,ophthalmologist,Ms. Guranchal Pawar (Physiotherapist),14 years experience overall,₹400,"Sector 21,, Chandigarh",N/A
chandigarh,ophthalmologist,Dr. Seema Wadhwa,26 years experience overall,₹1000,"Sector 27,, Chandigarh",N/A
chandigarh,ophthalmologist,Dr. Ved P Kapoor,55 years experience overall,₹300,"Sector 7,, Chandigarh",N/A
chandigarh,ophthalmologist,Dr. Manisha Kochar,28 years experience overall,₹500,"Sector 21,, Chandigarh",N/A
chandigarh,ophthalmologist,Dr. Siddharth Aggarwal,21 years experience overall,₹700,"Sector 19A,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Jasneet Kaur,18 years experience overall,₹800,"Sector 46,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Rakhi Goyal,25 years experience overall,Free Consultation,"Sector 8,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Ramneek Singh Bedi,42 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Geetika Garg,18 years experience overall,₹800,"Sector 27,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Vikram Bedi,13 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,dermatologist,Ms. Guranchal Pawar (Physiotherapist),14 years experience overall,₹400,"Sector 21,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Seema Wadhwa,26 years experience overall,₹1000,"Sector 27,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Ved P Kapoor,55 years experience overall,₹300,"Sector 7,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Manisha Kochar,28 years experience overall,₹500,"Sector 21,, Chandigarh",N/A
chandigarh,dermatologist,Dr. Siddharth Aggarwal,21 years experience overall,₹700,"Sector 19A,, Chandigarh",N/A
chandigarh,neurologist,Dr. Jasneet Kaur,18 years experience overall,₹800,"Sector 46,, Chandigarh",N/A
chandigarh,neurologist,Dr. Rakhi Goyal,25 years experience overall,Free Consultation,"Sector 8,, Chandigarh",N/A
chandigarh,neurologist,Dr. Ramneek Singh Bedi,42 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,neurologist,Dr. Geetika Garg,18 years experience overall,₹800,"Sector 27,, Chandigarh",N/A
chandigarh,neurologist,Dr. Vikram Bedi,13 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,neurologist,Ms. Guranchal Pawar (Physiotherapist),14 years experience overall,₹400,"Sector 21,, Chandigarh",N/A
chandigarh,neurologist,Dr. Seema Wadhwa,26 years experience overall,₹1000,"Sector 27,, Chandigarh",N/A
chandigarh,neurologist,Dr. Ved P Kapoor,55 years experience overall,₹300,"Sector 7,, Chandigarh",N/A
chandigarh,neurologist,Dr. Manisha Kochar,28 years experience overall,₹500,"Sector 21,, Chandigarh",N/A
chandigarh,neurologist,Dr. Siddharth Aggarwal,21 years experience overall,₹700,"Sector 19A,, Chandigarh",N/A
chandigarh,urologist,Dr. Jasneet Kaur,18 years experience overall,₹800,"Sector 46,, Chandigarh",N/A
chandigarh,urologist,Dr. Rakhi Goyal,25 years experience overall,Free Consultation,"Sector 8,, Chandigarh",N/A
chandigarh,urologist,Dr. Ramneek Singh Bedi,42 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,urologist,Dr. Geetika Garg,18 years experience overall,₹800,"Sector 27,, Chandigarh",N/A
chandigarh,urologist,Dr. Vikram Bedi,13 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,urologist,Ms. Guranchal Pawar (Physiotherapist),14 years experience overall,₹400,"Sector 21,, Chandigarh",N/A
chandigarh,urologist,Dr. Seema Wadhwa,26 years experience overall,₹1000,"Sector 27,, Chandigarh",N/A
chandigarh,urologist,Dr. Ved P Kapoor,55 years experience overall,₹300,"Sector 7,, Chandigarh",N/A
chandigarh,urologist,Dr. Manisha Kochar,28 years experience overall,₹500,"Sector 21,, Chandigarh",N/A
chandigarh,urologist,Dr. Siddharth Aggarwal,21 years experience overall,₹700,"Sector 19A,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Jasneet Kaur,18 years experience overall,₹800,"Sector 46,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Rakhi Goyal,25 years experience overall,Free Consultation,"Sector 8,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Ramneek Singh Bedi,42 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Geetika Garg,18 years experience overall,₹800,"Sector 27,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Vikram Bedi,13 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,orthodontist,Ms. Guranchal Pawar (Physiotherapist),14 years experience overall,₹400,"Sector 21,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Seema Wadhwa,26 years experience overall,₹1000,"Sector 27,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Ved P Kapoor,55 years experience overall,₹300,"Sector 7,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Manisha Kochar,28 years experience overall,₹500,"Sector 21,, Chandigarh",N/A
chandigarh,orthodontist,Dr. Siddharth Aggarwal,21 years experience overall,₹700,"Sector 19A,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Jasneet Kaur,18 years experience overall,₹800,"Sector 46,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Rakhi Goyal,25 years experience overall,Free Consultation,"Sector 8,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Ramneek Singh Bedi,42 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Geetika Garg,18 years experience overall,₹800,"Sector 27,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Vikram Bedi,13 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,pediatrician,Ms. Guranchal Pawar (Physiotherapist),14 years experience overall,₹400,"Sector 21,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Seema Wadhwa,26 years experience overall,₹1000,"Sector 27,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Ved P Kapoor,55 years experience overall,₹300,"Sector 7,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Manisha Kochar,28 years experience overall,₹500,"Sector 21,, Chandigarh",N/A
chandigarh,pediatrician,Dr. Siddharth Aggarwal,21 years experience overall,₹700,"Sector 19A,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Jasneet Kaur,18 years experience overall,₹800,"Sector 46,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Rakhi Goyal,25 years experience overall,Free Consultation,"Sector 8,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Ramneek Singh Bedi,42 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Geetika Garg,18 years experience overall,₹800,"Sector 27,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Vikram Bedi,13 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,ayurveda,Ms. Guranchal Pawar (Physiotherapist),14 years experience overall,₹400,"Sector 21,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Seema Wadhwa,26 years experience overall,₹1000,"Sector 27,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Ved P Kapoor,55 years experience overall,₹300,"Sector 7,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Manisha Kochar,28 years experience overall,₹500,"Sector 21,, Chandigarh",N/A
chandigarh,ayurveda,Dr. Siddharth Aggarwal,21 years experience overall,₹700,"Sector 19A,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Jasneet Kaur,18 years experience overall,₹800,"Sector 46,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Rakhi Goyal,25 years experience overall,Free Consultation,"Sector 8,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Ramneek Singh Bedi,42 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Geetika Garg,18 years experience overall,₹800,"Sector 27,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Vikram Bedi,13 years experience overall,₹1000,"Sector-33,, Chandigarh",N/A
chandigarh,physiotherapist,Ms. Guranchal Pawar (Physiotherapist),14 years experience overall,₹400,"Sector 21,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Seema Wadhwa,26 years experience overall,₹1000,"Sector 27,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Ved P Kapoor,55 years experience overall,₹300,"Sector 7,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Manisha Kochar,28 years experience overall,₹500,"Sector 21,, Chandigarh",N/A
chandigarh,physiotherapist,Dr. Siddharth Aggarwal,21 years experience overall,₹700,"Sector 19A,, Chandigarh",N/A
kanpur,general-physician,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,general-physician,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,general-physician,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,general-physician,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,general-physician,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,general-physician,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,general-physician,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,general-physician,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,general-physician,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,general-physician,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,dentist,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,dentist,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,dentist,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,dentist,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,dentist,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,dentist,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,dentist,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,dentist,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,dentist,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,dentist,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,cardiologist,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,cardiologist,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,cardiologist,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,cardiologist,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,cardiologist,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,cardiologist,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,cardiologist,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,cardiologist,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,cardiologist,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,cardiologist,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,ophthalmologist,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,dermatologist,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,dermatologist,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,dermatologist,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,dermatologist,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,dermatologist,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,dermatologist,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,dermatologist,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,dermatologist,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,dermatologist,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,dermatologist,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,neurologist,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,neurologist,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,neurologist,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,neurologist,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,neurologist,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,neurologist,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,neurologist,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,neurologist,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,neurologist,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,neurologist,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,urologist,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,urologist,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,urologist,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,urologist,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,urologist,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,urologist,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,urologist,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,urologist,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,urologist,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,urologist,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,orthodontist,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,orthodontist,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,orthodontist,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,orthodontist,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,orthodontist,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,orthodontist,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,orthodontist,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,orthodontist,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,orthodontist,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,orthodontist,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,pediatrician,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,pediatrician,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,pediatrician,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,pediatrician,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,pediatrician,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,pediatrician,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,pediatrician,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,pediatrician,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,pediatrician,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,pediatrician,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,ayurveda,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,ayurveda,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,ayurveda,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,ayurveda,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,ayurveda,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,ayurveda,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,ayurveda,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,ayurveda,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,ayurveda,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,ayurveda,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kanpur,physiotherapist,Dr. Mohd Shahid,29 years experience overall,₹800,"Colonelganj,, Kanpur",N/A
kanpur,physiotherapist,Dr. Jyoti Sachan,18 years experience overall,₹500,"Barra,, Kanpur",N/A
kanpur,physiotherapist,Dr. Kriti Agarwal,3 years experience overall,₹400,"Vikas Nagar,, Kanpur",N/A
kanpur,physiotherapist,Dr. Vijayant Kumar Sachan,19 years experience overall,₹600,"Barra,, Kanpur",N/A
kanpur,physiotherapist,Dr. Anjali Dwivedi,22 years experience overall,₹500,"Kakadeo,, Kanpur",N/A
kanpur,physiotherapist,Dr. Pragya Jain,8 years experience overall,₹500,"Juhi Colony,, Kanpur",N/A
kanpur,physiotherapist,Dr. Sony Vyas,14 years experience overall,₹650,"Kanpur,, Kanpur",N/A
kanpur,physiotherapist,Dr. Ashish Mehrotra,17 years experience overall,₹400,"Colonelganj,, Kanpur",N/A
kanpur,physiotherapist,Dr. Deepak Singh,27 years experience overall,₹500,"Swaroop Nagar,, Kanpur",N/A
kanpur,physiotherapist,Dr. Alkab Hasan Nazar,14 years experience overall,₹400,"Kakadeo,, Kanpur",N/A
kozhikode,general-physician,Dr. Kuntal Deb Barma,20 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,general-physician,Dr. Ritika Khanna,10 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,general-physician,Dr. Mohammed Faizal M M,12 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,general-physician,Dr. Nishat Fatima,14 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,general-physician,Dr. Deepak Chaudhary,18 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,general-physician,Dr. Sanjeev Paria,12 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,general-physician,Dr. Roby Bose,19 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,general-physician,Dr. OKM Abdurahiman,14 years experience overall,₹400,"Kannoth,, Kozhikode",N/A
kozhikode,general-physician,Dr. Altamash Zubair,11 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,general-physician,Dr. Rushi P Vyas,27 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. Kuntal Deb Barma,20 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. Ritika Khanna,10 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. Mohammed Faizal M M,12 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. Nishat Fatima,14 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. Deepak Chaudhary,18 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. Sanjeev Paria,12 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. Roby Bose,19 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. OKM Abdurahiman,14 years experience overall,₹400,"Kannoth,, Kozhikode",N/A
kozhikode,dentist,Dr. Altamash Zubair,11 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dentist,Dr. Rushi P Vyas,27 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Kuntal Deb Barma,20 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Ritika Khanna,10 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Mohammed Faizal M M,12 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Nishat Fatima,14 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Deepak Chaudhary,18 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Sanjeev Paria,12 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Roby Bose,19 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. OKM Abdurahiman,14 years experience overall,₹400,"Kannoth,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Altamash Zubair,11 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,cardiologist,Dr. Rushi P Vyas,27 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Kuntal Deb Barma,20 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Ritika Khanna,10 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Mohammed Faizal M M,12 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Nishat Fatima,14 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Deepak Chaudhary,18 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Sanjeev Paria,12 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Roby Bose,19 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. OKM Abdurahiman,14 years experience overall,₹400,"Kannoth,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Altamash Zubair,11 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,ophthalmologist,Dr. Rushi P Vyas,27 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Kuntal Deb Barma,20 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Ritika Khanna,10 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Mohammed Faizal M M,12 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Nishat Fatima,14 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Deepak Chaudhary,18 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Sanjeev Paria,12 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Roby Bose,19 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. OKM Abdurahiman,14 years experience overall,₹400,"Kannoth,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Altamash Zubair,11 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,dermatologist,Dr. Rushi P Vyas,27 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,neurologist,Dr. Kuntal Deb Barma,20 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,neurologist,Dr. Ritika Khanna,10 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,neurologist,Dr. Mohammed Faizal M M,12 years experience overall,₹499,"Calicut,, Kozhikode",N/A
kozhikode,neurologist,Dr. Nishat Fatima,14 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,neurologist,Dr. Deepak Chaudhary,18 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
kozhikode,neurologist,Dr. Sanjeev Paria,12 years experience overall,₹1000,"Calicut,, Kozhikode",N/A
